StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q6_9_TEXT,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q22,Q23,Q24,Q25,Q25_9_TEXT,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q39,Q30,Q31,Q31_5_TEXT,Q32,Q33,Q34,Q35,Q36,Q37,Q38
2021-09-03 16:19:30,2021-09-03 16:35:36,0,47.146.185.74,100,965,1,2021-09-03 16:35:36,R_1IbWqI3TTJExPps,,,,,33.6750030517578125,-118.0027008056640625,anonymous,EN,2016,1,3,6,"1,2,3,4,5,6",To see if the marine closures are doing as intended.,"5,9",It appears (with a cursory look at the data) the population and size of the fish are larger in the MPA’s than the reference areas.,"1,2",1,2,"1,2",1,"1,2","1,2,3,4,5,6","1,4",2,,,,2,3,1,2,2,6,,3,2,2,8,5,7,7,4,1,7,7,7,7,5,7,7,2,6,6,92647,1,,6,5,5,4,2,2,
2021-09-03 16:28:26,2021-09-03 16:45:16,0,172.2.137.173,100,1009,1,2021-09-03 16:45:16,R_3CQ72h1GgMRh2cI,,,,,32.80029296875,-117.243804931640625,anonymous,EN,2015,2,2,6,"1,6",To Help with Research,1,,,1,3,7,2,5,7,"1,3,4",1,4,4,4,5,1,1,1,3,"4,9",Angler Clubs,7,3,,,,5,,3,8,7,5,4,6,6,4,4,4,5,5,92110,2,,5,6,9,1,1,2,Answer to #32.  Volunteer work for Manatee wildlife protection (Federal)
2021-09-03 16:38:39,2021-09-03 16:49:19,0,174.194.128.80,100,639,1,2021-09-03 16:49:20,R_3qHlFSHphBsSjF7,,,,,37.294097900390625,-121.89959716796875,anonymous,EN,2010,3,2,4,"2,3,4,5",,"1,4,5,6,7",,2,1,1,"1,2",1,"1,2","1,2,4,5,6","1,2,3,4",1,1,1,1,5,5,1,1,4,"3,4,6,9",Work in the marine science industry,3,1,4,8,8,8,8,4,,7,7,7,7,7,7,7,5,5,7,93420,2,,2,5,3,1,1,1,Thank you guys for the fantastic work you do!!!
2021-09-03 16:24:14,2021-09-03 17:12:47,0,70.179.35.122,100,2912,1,2021-09-03 17:12:47,R_30qnwgYVIYw8VGk,,,,,32.7765960693359375,-116.9203948974609375,anonymous,EN,The first year of the program 2015 or2016.,1,2,6,"3,4,6",To help with the science of monitoring the fisheries.,"5,9","I have worked on many other fish data collecting trips, where I gained much of the information above.",1,1,4,2,3,2,6,4,1,1,2,2,5,1,2,1,4,"1,3,4,5,6,7",,3,2,2,6,6,7,5,2,1,6,5,4,5,6,4,5,6,4,6,92019,1,,6,3,7,"1,3",2,2,I believe in science based fishery management.
2021-09-03 17:02:24,2021-09-03 17:14:20,0,107.214.249.19,100,715,1,2021-09-03 17:14:20,R_xyDWvCFJ4VleRP3,,,,,32.784698486328125,-117.02030181884765625,anonymous,EN,Approximately 8 years,1,4,6,4,,"1,3,4,5,6,7",,"1,2",1,3,7,1,1,"1,2,3,4,5,6","1,2,3,4",2,,,,5,1,1,2,3,"1,2,4",,1,1,1,2,4,8,2,,,7,6,4,6,7,6,4,4,5,4,92020,2,,6,6,9,4,2,2,
2021-09-03 17:50:03,2021-09-03 18:01:17,0,107.77.228.26,100,674,1,2021-09-03 18:01:18,R_CkqyORBRkdiVlol,,,,,34.0485992431640625,-118.179595947265625,anonymous,EN,2012,3,2,6,"1,2,3,4,5",,"5,6",,,1,5,"1,2",5,"1,2","1,2,6","3,4",1,4,4,4,5,1,1,2,4,"1,4,5,6,7",,4,1,,8,8,8,8,,,7,7,6,4,6,1,7,1,1,7,92126,1,,3,2,9,4,1,2,
2021-09-03 18:00:48,2021-09-03 18:12:41,0,174.195.195.66,100,713,1,2021-09-03 18:12:41,R_1dtOFvYUwzMPDr1,,,,,34.10589599609375,-117.58589935302734375,anonymous,EN,2018,1,2,6,"1,3,4",,5,,1,1,5,"1,2",5,"1,2","1,3,5",5,1,1,1,1,5,2,2,2,4,"1,2,6,7",,4,2,,8,,8,5,2,,6,2,4,6,6,5,6,4,5,4,92672,2,,5,5,5,4,,2,
2021-09-03 18:42:19,2021-09-03 18:52:52,0,71.94.137.133,100,633,1,2021-09-03 18:52:53,R_1QL8VFyhuWbHjho,,,,,33.86810302734375,-118.18310546875,anonymous,EN,2012,1,3,6,"1,2,3,4,5",,"1,2,3,4,5,6,7",,1,1,3,2,1,"1,2","3,4","1,2,3",2,,,,,4,1,1,3,"3,5,6,8",,3,7,6,5,4,6,6,7,5,7,6,6,7,5,5,5,3,6,5,90805,1,,3,3,6,4,2,2,"These trips made me fall in love deeper with fishing and has made more conscious of my environment "
2021-09-03 19:21:31,2021-09-03 19:32:01,0,67.174.224.83,100,629,1,2021-09-03 19:32:02,R_bfkOoTScONDJ9wB,,,,,38.435394287109375,-122.712799072265625,anonymous,EN,2019,3,2,6,"1,2,3,4,5",,"2,5,6,7",,"1,2",1,2,"1,2",1,"1,2","2,3,5",1,2,,,,3,3,2,1,3,"2,5,6,8",,4,5,5,8,6,8,8,7,3,7,7,7,7,7,5,7,3,6,5,91910,1,,4,4,2,4,2,2,the program is great and very beneficial.   Thanks for letting me participate!
2021-09-03 21:06:54,2021-09-03 21:11:17,0,76.199.107.57,100,262,1,2021-09-03 21:11:18,R_BQhEHHayak332SZ,,,,,32.7404022216796875,-117.135498046875,anonymous,EN,2015,1,2,6,"1,2,3,4,5",,"1,6",,"1,3",1,1,5,1,5,"1,2",3,2,,,,2,1,4,2,4,1,,6,,,,,,,,,2,2,3,4,5,2,2,2,2,5,92123,1,,3,5,5,4,1,1,
2021-09-03 21:20:37,2021-09-03 21:29:55,0,72.194.60.128,100,558,1,2021-09-03 21:29:56,R_1CxY3NT4Z3S57yG,,,,,34.4398040771484375,-119.73149871826171875,anonymous,EN,2016,1,5,5,"1,2,3,4,5",,"1,4,6,7",,"1,2,3",1,1,"1,2",1,"1,2","1,2,3,4,5,6","1,2,4",1,1,1,1,5,3,1,1,4,"1,2,3,4,5,6,7,8",,3,3,2,8,6,7,5,4,1,7,7,7,7,7,7,7,6,7,6,93101,2,,2,5,4,3,2,2,
2021-09-03 21:36:02,2021-09-03 21:53:08,0,69.196.32.41,100,1025,1,2021-09-03 21:53:08,R_1pyUH3AObQlX0si,,,,,32.7404022216796875,-117.135498046875,anonymous,EN,Can’t remember,1,4,6,"3,4",,"4,5,6",,"1,2,3",1,2,"1,2",2,"1,2","3,5,6","1,4",1,1,1,3,5,3,1,1,2,"2,6",,4,3,1,8,8,8,5,4,1,7,6,6,6,5,6,7,6,7,7,92121,1,,4,6,2,4,2,2,Would like to participate in a workshop
2021-09-04 06:16:45,2021-09-04 06:29:55,0,134.186.51.126,100,789,1,2021-09-04 06:29:55,R_2Ey2PuHNsArvT4e,,,,,38.5879058837890625,-121.405303955078125,anonymous,EN,2018,3,1,6,"1,2,3,4,5",,"1,2,3,4,7",,"1,2",1,4,"1,2",1,"1,2","1,2,3","1,2,3,4",1,1,1,1,5,3,1,1,4,"2,6",,2,2,3,8,5,7,6,4,1,7,6,5,5,6,6,5,3,6,4,92545,1,,4,5,6,"1,3",1,2,
2021-09-04 09:27:36,2021-09-04 09:40:07,0,45.51.19.8,100,750,1,2021-09-04 09:40:09,R_3dMlDdyE9MGGgSh,,,,,33.78729248046875,-117.923095703125,anonymous,EN,2019,3,1,6,"1,2,3,4,6","Very interested  in MPA monitoring ","1,4,5,9","I learned how rigorous the monitoring protocol was ","1,2",1,1,"1,2",1,"1,2","1,2,3,4,5","1,2,3,4",1,1,1,1,5,4,1,1,4,"1,2,3,5,6,7,8,9","Ca agency information ",1,4,2,8,4,8,4,4,2,7,7,7,3,7,7,7,4,6,5,92840,,,,,,,,,
2021-09-04 18:09:41,2021-09-04 18:24:56,0,3.81.214.141,100,915,1,2021-09-04 18:24:56,R_3j8xC3cvfP7HBCk,,,,,39.048095703125,-77.47280120849609375,anonymous,EN,2005,1,5,4,"1,2,3,4,5",,"1,2,3,4,5,6,7",,"1,2,3",1,1,"2,6",1,"1,2","4,5,6","1,2",1,1,1,1,5,3,1,1,3,"1,2,3,4,6,8",,4,8,3,8,8,8,8,8,2,6,6,6,6,4,6,6,4,4,5,93654,1,,6,4,5,4,2,2,
2021-08-29 09:58:40,2021-08-29 10:02:41,0,72.220.190.100,25,240,0,2021-09-05 10:02:42,R_1k14UQWthDyNIy5,,,,,,,anonymous,EN,2017,1,3,6,"1,4,5,6",We manufacturer Hookup Baits which helps catch fish for the studies,"1,2,4,5,6,7",,"1,2,3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-05 11:29:07,2021-09-05 11:42:34,0,141.126.65.26,100,807,1,2021-09-05 11:42:34,R_1K46Q2cmqey9YbK,,,,,35.261199951171875,-120.654998779296875,anonymous,EN,2018,1,1,4,3,,"2,5,7",,3,1,4,6,2,2,5,4,2,,,,5,1,2,1,2,"1,3,9",Sierra Club,2,8,1,8,8,8,8,5,1,7,7,7,7,7,7,7,3,7,3,93433,1,,6,6,5,3,2,2,
2021-09-06 11:17:57,2021-09-06 11:36:31,0,99.50.207.161,100,1114,1,2021-09-06 11:36:31,R_a3MRd4DEOTwUNIB,,,,,32.9510955810546875,-117.22409820556640625,anonymous,EN,2017,1,4,6,"1,2,3,4,5",,"1,2,3,4,5,6,7",,"1,2,3",1,1,"1,2",1,"1,2","1,2,3,4,5,6","1,2,3,4",1,1,1,1,5,5,1,1,2,"1,2,3,4,6,8",,4,7,6,8,8,8,8,7,5,7,7,7,7,7,7,7,7,7,5,92130,1,,6,3,8,"2,3",1,2,
2021-09-06 17:33:02,2021-09-06 17:46:27,0,71.94.55.2,100,804,1,2021-09-06 17:46:27,R_VRnnQClaW71a6oF,,,,,35.378692626953125,-120.845703125,anonymous,EN,2006,1,4,4,"1,2,3,4,5,6",Evaluate role and value of citizen science conducted in a rigorous scientific framework.,"1,2,3,4,5,6,7,9","I learned about the amazing dedication of Dean Wendt, Grant Waltz, and others who have kept this important work alive.","1,2,3",1,1,"1,2",1,"1,2","2,3,4,5,6","1,2,3,4",1,1,1,1,5,4,1,1,4,"1,2,5,6",,1,2,2,4,4,4,4,4,2,7,7,6,5,7,7,7,2,7,7,93402,1,,6,6,7,3,2,2,Thanks for the great work you do and helping people learn about and conserve valuable marine resources.
2021-09-07 11:16:03,2021-09-07 11:49:55,0,169.199.38.130,100,2032,1,2021-09-07 11:49:55,R_1EgOLzCyYMHtHCA,,,,,37.8993988037109375,-122.1143951416015625,anonymous,EN,2018,1,3,3,"1,2,3,4,5",,"1,4,5,6,7",,"1,2",1,1,"1,2",1,2,"1,2,3,5","1,2,3,4",2,,,,5,5,1,1,3,"1,2,3,6,8",,3,3,,8,8,8,4,3,,7,7,7,6,6,7,6,4,7,6,9419,1,,5,6,6,3,2,2,
2021-09-07 13:49:40,2021-09-07 13:58:51,0,174.73.130.5,100,550,1,2021-09-07 13:58:51,R_3JmlKMPzqiZ4Sco,,,,,33.4293975830078125,-112.3896026611328125,anonymous,EN,2020,1,2,5,"1,3,4,5",,"1,2,3,4,5,6,7",,"1,2,3",1,2,"1,2",1,"1,2","1,3,5,6","1,2,3,4",1,1,1,1,5,4,1,2,3,"1,3,6,7",,3,6,3,8,7,8,5,7,3,7,6,6,7,7,7,6,5,6,4,90265,1,,3,6,6,4,2,2,Great program
2021-09-07 13:50:25,2021-09-07 14:03:40,0,71.95.195.247,100,794,1,2021-09-07 14:03:40,R_upKzENf9wfWqkMh,,,,,34.0915069580078125,-118.13069915771484375,anonymous,EN,2019,1,2,5,"1,4",,"5,6",,"1,2",1,3,8,3,"1,2","3,4,6","1,4",1,1,1,2,5,3,2,1,3,"1,7,8,10",,4,3,7,3,3,,4,7,4,7,7,7,7,7,7,3,7,,4,91755,1,,5,5,7,4,2,2,
2021-09-07 19:56:03,2021-09-07 20:05:23,0,68.6.80.221,100,560,1,2021-09-07 20:05:24,R_28FXhagi76Z0iHg,,,,,34.44500732421875,-119.804595947265625,anonymous,EN,2018,1,2,5,"1,2,4",,"3,4,6",,"1,2,4",1,5,"1,2",4,"1,2","1,2,3",4,1,1,1,1,5,4,1,1,4,"1,3,6,9",Cca,6,6,2,8,8,8,7,7,3,7,5,6,3,5,6,5,6,7,5,93117,1,,6,6,8,3,1,1,
2021-09-08 11:58:24,2021-09-08 12:30:16,0,68.108.250.19,100,1911,1,2021-09-08 12:30:16,R_1K714qvW5dsLwCn,,,,,34.4282073974609375,-119.68740081787109375,anonymous,EN,2018,1,3,5,"1,2,3,4,5",,"1,2,3,4,5,6,7",,"1,2,3",1,3,2,1,"1,2","1,2,3,4,5,6","1,2,3,4",2,,,,2,4,1,2,2,"1,4,6,7,9",From Gold Coast Lady Anglers,2,5,5,8,8,8,7,6,2,6,6,6,6,4,7,7,3,4,6,93105,2,,5,3,8,3,2,2,Great program and wonderful people. I'm honored to be able to participate!
2021-09-01 13:15:25,2021-09-01 13:15:38,0,68.7.17.110,5,12,0,2021-09-08 13:15:38,R_2CwtkLfNcbViziL,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-08 14:23:15,2021-09-08 14:53:16,0,71.135.220.74,100,1801,1,2021-09-08 14:53:17,R_3jUQjPUWogR6sip,,,,,33.9073028564453125,-118.008697509765625,anonymous,EN,2018,3,1,5,"3,4,5,6",Time on the ocean,"5,6,7,9",Better understanding of the metric system and some Latin.,2,1,4,"1,2",4,"1,2","1,2","1,4",1,4,4,4,5,4,1,2,3,6,,3,4,3,8,7,8,8,4,3,6,6,6,5,6,6,6,4,3,4,90638,1,,6,4,5,4,1,2,
2021-09-08 14:52:29,2021-09-08 15:01:03,0,174.194.139.132,100,514,1,2021-09-08 15:01:04,R_2To7BYDo9f4VIR2,,,,,37.7505950927734375,-122.41210174560546875,qr,EN,2021,1,2,3,"1,3",,4,,1,1,1,1,1,1,"2,3,4,5","1,2,3,4",1,1,1,1,5,4,1,1,3,"1,2,3,6,9","Work (MBA) and scientific papers ",2,3,1,8,7,6,6,,,6,7,7,6,6,6,6,4,5,5,93955,2,,2,5,1,3,1,2,
2021-09-08 20:09:40,2021-09-08 20:36:46,0,162.235.140.108,100,1626,1,2021-09-08 20:36:47,R_Uz3ZB2vdwYz1Uid,,,,,37.9680938720703125,-122.51190185546875,anonymous,EN,2014,1,3,3,"1,3,4,5,6","To enjoy all of the experiences on the trip (ie. birds, marine mammals) not just fishing.","1,3,4,5,6,7",,"1,2,3",1,3,2,1,"1,2","1,3,4,5,6","1,2,3,4",1,4,1,1,1,3,4,2,2,"1,2,3,6,8,9","Documentaries, podcasts ",7,4,2,8,6,8,8,3,1,6,6,6,6,4,6,7,2,5,4,94937,1,,3,5,7,3,1,1,"Nothing more to say "
2021-09-08 21:08:31,2021-09-08 21:35:01,0,50.194.19.93,100,1589,1,2021-09-08 21:35:01,R_248bh7ob8e1pU5W,,,,,38.4272003173828125,-121.4420013427734375,anonymous,EN,2018,1,3,3,"1,4,5,6",enjoy working and seeing the research crews,"2,4,5,6,9","Learned how to identify male from female fish from anal area; learned the different terminologies to describe condition of the fish when collected ( stomach in mouth, stomach out of mouth, eyes popped out, etc.) when fishing in the aft of the boat)","1,2,4",1,1,"1,2",3,"1,2",8,"1,4",2,,,,,,2,2,2,"2,4,6,7,8",,7,7,5,8,8,7,7,8,1,7,7,5,7,7,7,6,5,7,4,94401,1,,5,3,5,4,2,2,
2021-09-08 21:09:30,2021-09-08 21:51:43,0,108.194.41.11,100,2532,1,2021-09-08 21:51:44,R_bJdfJPQWCbyfqlH,,,,,36.6217041015625,-121.7935028076171875,anonymous,EN,2021,4,1,,6,To assist in ocean preservation and and learn more about the fishery.,9,This is my first journey.,"1,3",,1,"1,2",,,,,2,,,,5,4,1,2,5,"3,4,5,9",Ross Williams,2,,3,8,8,7,6,2,2,7,7,7,7,4,7,7,4,7,5,93955,2,,5,,7,3,2,2,"I would recommend that in the education survey question, you put an option for Trade School."
2021-09-09 01:35:45,2021-09-09 01:49:11,0,49.181.33.40,100,805,1,2021-09-09 01:49:12,R_3J1WKn191VOg1pU,,,,,-33.860107421875,151.210113525390625,anonymous,EN,2014,2,2,3,"2,3,4",,"4,5,6,7",,"1,2",1,1,8,1,"1,2","1,2,4","1,3,4",1,1,1,1,5,1,1,1,4,"1,6,9","University ",4,,4,7,5,7,7,6,2,6,5,7,7,7,7,6,2,7,4,94025,1,,4,6,6,1,2,2,"Am concerned by the ""theoretical"" supposition of paying to fish an MPA. Shouldn't be allowed at all"
2021-09-02 11:33:36,2021-09-02 11:33:46,0,47.208.25.148,3,9,0,2021-09-09 11:33:47,R_3kLGSbaTb8Vh1gs,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-09 11:48:12,2021-09-09 12:12:21,0,71.93.240.26,100,1448,1,2021-09-09 12:12:22,R_3st63j2XKDD1D9e,,,,,36.06829833984375,-119.0343017578125,anonymous,EN,2019,1,1,3,"1,2,3,4,5",,"1,4,5,7",,1,1,1,"1,2",1,"1,2","1,2,3,4,5,6","1,2,3,4",1,1,1,3,5,3,4,2,2,"1,4",,2,6,4,8,8,8,6,6,4,7,7,7,7,7,7,7,2,5,6,,1,,6,4,3,4,2,2,Keep up the good work...Thanks
2021-09-09 12:27:47,2021-09-09 12:51:01,0,73.223.8.38,100,1393,1,2021-09-09 12:51:02,R_wT7nQliMjlKnuff,,,,,36.6703948974609375,-121.6591949462890625,anonymous,EN,2018,1,2,3,"1,2,3,5",,"4,6",,1,1,1,"1,2",1,"1,2","1,3,4","1,2,3,4",1,1,3,3,3,1,1,1,4,,,3,2,,7,6,5,2,2,,5,5,6,5,5,6,6,5,6,5,93940,2,,3,6,6,"1,2,3",2,2,
2021-09-02 14:34:08,2021-09-02 14:35:04,0,47.208.99.135,5,55,0,2021-09-09 14:35:05,R_2OUAVmostdhf1Tc,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-09 16:37:11,2021-09-09 17:02:43,0,108.185.40.205,100,1532,1,2021-09-09 17:02:44,R_11WPxuW8kSe4Vt3,,,,,33.91900634765625,-117.23590087890625,anonymous,EN,2021,1,1,3,"1,3,4,5",,"1,4,6",,3,2,2,"1,2",1,"1,2","1,2,4,5","1,4",2,,,,4,3,1,1,1,"1,4,5,6",,3,3,2,8,5,7,6,4,1,6,5,7,,5,3,4,4,3,5,92555,1,,5,5,7,2,2,2,
2021-09-09 20:58:13,2021-09-09 21:15:11,0,71.198.220.214,100,1017,1,2021-09-09 21:15:12,R_12LSsGcItwSI6Ae,,,,,37.0312957763671875,-122.1197967529296875,anonymous,EN,2018,3,2,3,"1,2,3,4",,"5,6",,"1,2",1,1,"1,2",1,"1,2","1,2,3","1,4",2,,,,5,4,1,2,3,"6,9",Docent at Monterey Bay National Marine Sanctuary Center,2,3,4,7,3,8,4,3,1,7,5,6,7,6,7,7,5,6,5,95062,1,,6,6,6,4,2,2,
2021-09-03 07:42:06,2021-09-03 07:48:10,0,98.35.158.63,5,363,0,2021-09-10 07:48:12,R_3G9RGNCCOjRNZ8N,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-10 11:13:41,2021-09-10 11:22:23,0,99.187.123.201,100,521,1,2021-09-10 11:22:23,R_2ruWqcFYgBhaLbR,,,,,35.4658050537109375,-120.66719818115234375,anonymous,EN,the first year,1,4,4,"1,2,3,4,5",,"1,5,6,7",,"1,2,3",1,1,"1,2",1,"1,2","1,2,3,4,5","1,3,4",1,1,1,1,4,1,1,1,3,"1,2,3,4,6,8",,7,7,7,8,8,8,8,7,6,7,5,6,7,6,6,6,5,7,7,93422,2,,4,6,4,3,2,2,"I try to go every year, but did take a few years off."
2021-09-10 11:43:36,2021-09-10 12:01:14,0,172.58.30.135,100,1058,1,2021-09-10 12:01:15,R_87ISaUYJ6k1JYOZ,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,2010,1,5,4,"3,4,5",,"1,2,3,4,5,6,7",,"1,3",1,1,"1,2",1,"1,2","1,2,4","1,3,4",1,2,1,2,5,2,1,2,3,"1,4,6",,2,8,,,8,8,,,,1,4,,,,,,7,,7,93446,1,,6,4,3,4,2,2,"Great "
2021-09-10 15:43:06,2021-09-10 15:55:32,0,73.70.3.160,100,746,1,2021-09-10 15:55:33,R_2Ehqr4jfTnAPnoR,,,,,34.9503936767578125,-120.49639892578125,anonymous,EN,2020,1,3,4,"1,3,4",,"1,2,3,5",,"1,2",1,3,"2,5",1,"2,5","3,4","1,3,4",1,4,4,4,5,1,2,1,1,1,,3,6,,8,8,8,,4,,6,6,5,5,4,3,5,3,3,3,93455,1,,6,4,9,4,2,2,
2021-09-03 16:22:15,2021-09-03 16:23:59,0,99.30.177.9,3,104,0,2021-09-10 16:24:00,R_2feeb5UtR1066ey,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-10 16:50:54,2021-09-10 17:29:26,0,107.128.53.27,100,2312,1,2021-09-10 17:29:27,R_2CIC5GEXDVOlKbR,,,,,37.9833984375,-122.0312042236328125,anonymous,EN,2016,1,2,3,4,,"1,2,3,4,5,6,7",,"1,2,3",1,1,"1,2",1,"1,2","1,2,3,4,5","1,2,3,4",2,,,,5,1,2,1,2,"1,5,6,7",,2,6,6,8,7,8,7,7,6,7,7,7,7,7,7,7,6,7,4,94553,1,,,,,,,,"Without effective engagement with fishermen, scientists, resource managers, and the general public, our  California Marine Protected Areas (MPAs), will be lost. Marine species will be lost forever.  Future generations will not not have seafood."
2021-09-10 17:26:55,2021-09-10 17:37:46,0,73.189.80.115,100,650,1,2021-09-10 17:37:47,R_ptOx9ozhc0Kwx2h,,,,,37.4967041015625,-122.2664947509765625,anonymous,EN,2020,3,1,4,"3,4,5",,"1,5,6",,"1,2",1,1,"1,2",1,"1,2","1,2,3,4,5,6","1,2,3,4",1,1,1,1,5,1,1,1,4,"1,2,6,9",From my Masters in Marine Biodiversity,3,2,1,8,3,2,3,2,1,7,7,7,5,6,7,7,6,6,3,94061,2,,3,6,8,"1,3",1,1,
2021-09-10 18:28:59,2021-09-10 19:00:06,0,67.161.25.38,100,1867,1,2021-09-10 19:00:07,R_25tJp5xuPZPAx5A,,,,,37.4720001220703125,-122.231201171875,anonymous,EN,2018,1,4,3,"1,3,4",,"2,3,5,6,7",,"1,3",1,1,"1,2",1,"1,2","1,2,3,5,6","1,2,3,4",1,1,1,1,1,4,1,2,4,"1,3,4,5,6,8",,1,3,7,8,8,8,8,8,2,7,7,7,7,7,5,4,4,7,6,94063,1,,6,4,,4,2,2,
2021-09-10 15:10:00,2021-09-10 20:19:44,0,172.88.79.84,100,18584,1,2021-09-10 20:19:45,R_1gH33IR0XwbQsmv,,,,,32.966094970703125,-117.12020111083984375,anonymous,EN,20118,1,4,6,"1,2,3,4,5",,"1,2,3,5,6,7",,"1,2",1,6,8,1,"1,2,3","1,2,3,5","1,2,4",2,,,,5,4,2,2,2,"3,4,5,6,7",,1,4,,6,4,7,3,4,1,5,4,5,5,3,6,4,6,5,3,92129,1,,3,3,6,4,2,2,
2021-09-10 20:20:26,2021-09-10 20:30:56,0,47.32.134.75,100,629,1,2021-09-10 20:30:56,R_2PBR1nGuhYfRfPt,,,,,35.03070068359375,-120.49720001220703125,anonymous,EN,2019,1,2,4,"1,4",,"1,4,6",,3,2,2,"1,2",1,"1,2",3,"1,3,4",2,,,,3,3,1,2,3,2,,4,6,,3,,5,4,,,7,7,4,5,6,5,5,4,4,5,93444,1,,6,6,6,4,2,2,
2021-09-03 21:31:27,2021-09-03 21:31:47,0,107.77.213.233,5,20,0,2021-09-10 21:31:51,R_2pLSMblvStNMTrj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-03 21:57:47,2021-09-03 21:59:17,0,70.95.139.143,5,90,0,2021-09-10 21:59:20,R_3HwyD2qLB2eoMnb,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-03 22:49:37,2021-09-03 22:49:43,0,72.192.131.178,3,5,0,2021-09-10 22:49:43,R_3IS3pibaPmiZ1Ll,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-11 10:31:03,2021-09-11 10:40:05,0,47.148.47.33,100,541,1,2021-09-11 10:40:05,R_31AQYVb7Caaz5Zd,,,,,34.175994873046875,-118.9315948486328125,anonymous,EN,2018,1,2,5,"1,2,3,4",,"1,6,7",,"1,2",1,2,"1,2",1,"1,2","1,2,3","1,4",2,,,,4,2,1,1,3,"1,2,3,8",,2,6,,8,6,8,7,3,,6,6,6,6,6,6,6,5,7,4,91320,1,,6,4,9,4,2,2,
2021-09-11 16:34:31,2021-09-11 16:45:18,0,66.215.114.162,100,647,1,2021-09-11 16:45:19,R_3qEXe7KfJNwDXGH,,,,,35.03070068359375,-120.49720001220703125,anonymous,EN,2009?,3,3,3,"1,3,4,5",,"2,4,6",,,1,6,"1,2",1,"1,2","1,2,3,4,5,6","1,2",2,,,,5,2,1,2,2,1,,3,6,5,,,,,,,7,7,6,6,6,7,7,7,7,6,93444,1,,6,5,3,3,2,2,
2021-09-04 18:41:00,2021-09-04 18:41:20,0,107.184.21.123,5,20,0,2021-09-11 18:41:20,R_XRkvlJ6WJUoUghj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-12 09:18:28,2021-09-12 09:32:48,0,66.214.201.38,100,859,1,2021-09-12 09:32:48,R_29pk83dpGmN7Hdr,,,,,35.313507080078125,-120.8368988037109375,anonymous,EN,2017?,1,2,4,"1,3,4,5",,"1,4,6",,3,1,1,"1,2",1,"1,2","1,3,4","1,2,3,4",2,,,,1,1,1,1,1,"1,4,9",fishing club,3,3,6,8,7,7,7,6,1,6,5,7,6,6,5,5,5,6,5,93428,1,,6,5,4,4,2,2,
2021-09-05 21:28:44,2021-09-05 21:32:33,0,24.43.123.82,55,228,0,2021-09-12 21:32:33,R_3kGFYw4w5HiGgd0,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-06 22:18:26,2021-09-06 22:18:35,0,73.220.99.141,5,9,0,2021-09-13 22:18:36,R_2xCNOfKhWaweOPo,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07 14:53:56,2021-09-07 14:54:26,0,23.242.183.7,5,30,0,2021-09-14 14:54:30,R_9Rj6kS8SrEtXP7X,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
